(1, -16.539401613168078)
(1, -17.850987498830442)
(1, -17.82245332687719)
(1, -15.269441700752584)
(1, -14.101554486955518)
(1, -16.24430632712605)
(1, -17.284931856627125)
(1, -15.806276525316683)
(1, -15.56911630735241)
(1, -14.271862585816326)
(1, -16.342760429103855)
(1, -16.64827675734035)
(1, -17.104889753477078)
(1, -16.51016087050151)
(1, -18.227480381721605)
(1, -17.819501764949926)
(1, -18.364184178849086)
(1, -17.012917398387067)
(1, -17.747436384574268)
(1, -15.268812851706176)
(1, -14.71509883927715)
(1, -12.423825962783436)
(1, -11.813409493226887)
(1, -12.771495957959013)
(1, -11.251674370824064)
(1, -8.947898889594876)
(1, -7.968489589215203)
(1, -9.22171685221734)
(1, -8.434743194649863)
(1, -8.026743698270723)
(1, -7.362798642782344)
(1, -7.566105451502764)
(1, -7.777556198305587)
(1, -8.032257187011005)
(1, -10.153880368191098)
(1, -9.706855457287297)
(1, -9.880756927803017)
(1, -10.655998738769847)
(1, -10.141998514518479)
(1, -9.567260967183271)
(1, -12.421084086526706)
(1, -14.281757729860113)
(1, -15.36010465077975)
(1, -15.410848442129184)
(1, -15.229090066114411)
(1, -11.50318623972598)
(1, -11.452049420400412)
(1, -11.227212327346372)
(1, -10.611949438149702)
(1, -11.466500324266333)
(1, -10.447474626745265)
(1, -10.572945636789985)
(1, -10.836919068620837)
(1, -10.577030370713414)
(1, -9.226070921858387)
(1, -9.18126465235407)
(1, -8.204551846645355)
(1, -10.927188538530263)
(1, -11.435380872658389)
(1, -12.055502204239856)
(1, -12.796533333852395)
(1, -13.416745907126673)
(1, -13.534393187921525)
(1, -13.60477266330092)
(1, -16.269751936941212)
(1, -16.55870520032679)
(1, -15.931038986385923)
(1, -16.63342341617773)
(1, -15.62285710222298)
(1, -14.24562218423288)
(1, -12.621790616093152)
(1, -12.51473876016272)
(1, -12.326240974967735)
(1, -13.494250653093532)
(1, -13.370651442011127)
(1, -12.804470046321175)
(1, -13.203280162047898)
(1, -11.611169722883115)
(1, -14.16979495565516)
(1, -13.525244781954123)
(1, -11.916560383721876)
(1, -14.26907016891931)
(1, -14.056214933679572)
(1, -14.535724951195714)
(1, -15.143920192269542)
(1, -16.719530070280246)
(1, -16.111669517940623)
(1, -17.812476822596942)
(1, -18.18343089975043)
(1, -17.027718947575284)
(1, -16.122203245669322)
(1, -15.791194508020403)
(1, -15.754690752127441)
(1, -16.81623023008873)
(1, -19.450027174511256)
(1, -22.387554766095413)
(1, -21.862628785406578)
(1, -21.235269785921464)
(1, -22.030706366856993)
(1, -22.12620385381581)
(1, -22.77429480412481)
(1, -22.312650544513023)
(1, -19.49706309430077)
(1, -20.19083433110901)
(1, -20.87961540124198)
(1, -21.482483407092232)
(1, -20.840577447025357)
(1, -20.730975561510974)
(1, -18.834456925426363)
(1, -18.428276563498713)
(1, -19.56307122170747)
(1, -18.70619632039803)
(1, -19.668866958740363)
(1, -17.63028831225865)
(1, -18.27630929792716)
(1, -17.407503346051566)
(1, -16.56749171516328)
(1, -16.970991190753274)
(1, -17.709323347240716)
(1, -17.07505480381399)
(1, -17.00813043487165)
(1, -16.238765268429674)
(1, -16.971608836427766)
(1, -19.014029155492338)
(1, -22.156788684383535)
(1, -23.009304477954426)
(1, -22.136074244200113)
(1, -22.539228943188437)
(1, -23.035447917219937)
(1, -23.40048201393735)
(1, -25.928593349616765)
(1, -24.434760703843608)
(1, -25.66405734396752)
(1, -27.816728361529236)
(1, -27.467674821460903)
(1, -25.96843003120494)
(1, -26.075640321331147)
(1, -23.806102126497358)
(1, -24.058609410434595)
(1, -24.854352329381644)
(1, -25.673185726565396)
(1, -26.983229372089)
(1, -25.783736832963246)
(1, -27.706752162713265)
(1, -26.62255157804914)
(1, -25.486817401965375)
(1, -26.091921356982546)
(1, -26.67959506197017)
(1, -27.146736273972625)
(1, -27.57337387896792)
(1, -27.18597796793746)
(1, -23.8298083596093)
(1, -24.46798370467424)
(1, -26.799005365061053)
(1, -24.797264591383833)
(1, -26.294241034937187)
(1, -25.92288717526539)
(1, -25.61741328092014)
(1, -27.487261117024055)
(1, -28.742316392985398)
(1, -28.605598056326055)
(1, -28.67173463389641)
(1, -28.53752858014711)
(1, -28.27335452284472)
(1, -26.72015473359655)
(1, -27.39118553086536)
(1, -28.810878507229166)
(1, -29.672358174768256)
(1, -30.160862066444018)
(1, -29.310080993664016)
(1, -30.361847093331747)
(1, -30.919156655460334)
(1, -29.91563777751147)
(1, -29.256242583429287)
(1, -27.123467639037298)
(1, -25.84361282727647)
(1, -26.772955036632)
(1, -26.157045187316697)
(1, -25.713723150741373)
(1, -24.68861503558737)
(1, -24.33638908022105)
(1, -25.5671698636773)
(1, -25.27063124051389)
(1, -22.801176034010684)
(1, -22.39955426141815)
(1, -26.465923953937455)
(1, -27.609660644216586)
(1, -29.54825502429991)
(1, -29.833193692214646)
(1, -26.789560106152983)
(1, -27.567284998932266)
(1, -27.893127939201747)
(1, -28.325576507593407)
(1, -28.790734496183422)
(1, -28.52897450084854)
(1, -30.1379908702454)
(1, -28.377332422382015)
